# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 48, mean observations per image: 0
1 0.0000000309086197 0.0000000309086197 -0.7071067690849304 0.7071067690849304 0.0000012275437484 -0.0000010601009990 14.0414638519287109 1 0000.png

2 0.0692432597279549 0.0843611136078835 -0.7683487534523010 0.6306574344635010 -0.0000002451872092 -0.0000000129327216 14.0414619445800781 1 0001.png

3 0.0161410328000784 0.0105398092418909 0.5466390252113342 -0.8371464610099792 -0.0000004538637484 -0.0000000068928405 14.0414638519287109 1 0002.png

4 0.0904872342944145 0.1362704038619995 0.8218428492546082 -0.5457259416580200 -0.0000002475843814 0.0000005282684015 14.0414648056030273 1 0003.png

5 0.2135570496320724 0.1937151104211807 -0.6433278322219849 0.7092229127883911 0.0000004807229175 0.0000009590155514 14.0414638519287109 1 0004.png

6 0.2348430305719376 0.1664997041225433 0.5538862347602844 -0.7812404632568359 0.0000010327210020 0.0000011225428125 14.0414638519287109 1 0005.png

7 0.0480825863778591 0.1034221053123474 -0.9008734226226807 0.4188304841518402 0.0000001711675566 0.0000005184614906 14.0414638519287109 1 0006.png

8 0.1959133893251419 0.0930452570319176 -0.4187937974929810 0.8818005919456482 0.0000006158598467 0.0000013968880239 14.0414638519287109 1 0007.png

9 0.2426514327526093 0.3158983588218689 0.7274124622344971 -0.5587482452392578 0.0000010443696965 -0.0000008596450698 14.0414648056030273 1 0008.png

10 0.2485444545745850 0.3388074040412903 -0.7316704988479614 0.5367434620857239 0.0000004382641805 0.0000006720878218 14.0414648056030273 1 0009.png

11 0.2503684759140015 0.0964885205030441 0.3464187681674957 -0.8988879919052124 -0.0000011166728200 0.0000000384213834 14.0414638519287109 1 0010.png

12 0.0683191865682602 0.2096386998891830 0.9273853898048401 -0.3022258281707764 0.0000007160600717 0.0000007583965385 14.0414648056030273 1 0011.png

13 0.4047200977802277 0.2532425224781036 -0.4660838246345520 0.7448729276657104 -0.0000020816953565 0.0000017299885258 14.0414648056030273 1 0012.png

14 0.4029108285903931 0.3316912055015564 0.5421566963195801 -0.6585666537284851 0.0000009757637827 -0.0000006416474321 14.0414648056030273 1 0013.png

15 0.1568066626787186 0.4132085740566254 -0.8386760354042053 0.3182653486728668 -0.0000002236689909 0.0000006686445317 14.0414638519287109 1 0014.png

16 0.1562189012765884 0.0309285447001457 -0.1917336434125900 0.9684406518936157 0.0000009253592452 0.0000002277478899 14.0414648056030273 1 0015.png

17 0.2410207688808441 0.4902877509593964 0.7516586184501648 -0.3695081174373627 -0.0000005584795986 -0.0000016935523490 14.0414638519287109 1 0016.png

18 0.4166747033596039 0.4335610568523407 -0.5760883092880249 0.5536509156227112 -0.0000009548243725 0.0000015024822915 14.0414619445800781 1 0017.png

19 0.5347151756286621 0.2308509200811386 0.3222008049488068 -0.7463070154190063 -0.0000015978785086 -0.0000016526992113 14.0414638519287109 1 0018.png

20 0.0114673599600792 0.1154087707400322 -0.9883847236633301 0.0982088372111320 -0.0000000642776783 -0.0000002594692887 14.0414648056030273 1 0019.png

21 0.5823748707771301 0.2154528647661209 -0.2719739377498627 0.7351528406143188 0.0000001709490220 0.0000005187434340 14.0414638519287109 1 0020.png

22 0.4399744272232056 0.5027496218681335 0.5599446296691895 -0.4900278747081757 0.0000003616133597 -0.0000011932033885 14.0414628982543945 1 0021.png

23 0.3148914575576782 0.6016658544540405 -0.6503705382347107 0.3403818309307098 0.0000001318204426 -0.0000000046302819 14.0414638519287109 1 0022.png

24 0.6679729223251343 0.0745480060577393 0.0821259915828705 -0.7358737587928772 0.0000004182880957 0.0000001999148793 14.0414619445800781 1 0023.png

25 0.1858883947134018 0.6977306008338928 0.6685037612915039 -0.1781018078327179 0.0000000915867702 0.0000004738519408 14.0414638519287109 1 0024.png

26 0.5896223783493042 0.4310894012451172 -0.4031181931495667 0.5513647794723511 -0.0000028825545542 0.0000005376515446 14.0414628982543945 1 0025.png

27 0.6290675401687622 0.4034821689128876 0.3587212860584259 -0.5592810511589050 0.0000000246868019 0.0000000069765766 14.0414628982543945 1 0026.png

28 0.1730116903781891 0.8073377609252930 -0.5516322851181030 0.1182142496109009 -0.0000004339723318 0.0000003575728726 14.0414638519287109 1 0027.png

29 0.8491504192352295 0.1692628264427185 -0.0978004485368729 0.4906411767005920 -0.0000004792703976 -0.0000002940453498 14.0414638519287109 1 0028.png

30 0.4157570302486420 0.6770201921463013 0.5174924731254578 -0.3177913129329681 0.0000002738031242 0.0000009515344459 14.0414628982543945 1 0029.png

31 0.4925598502159119 0.6324777007102966 -0.4716407060623169 0.3673034906387329 -0.0000009805950185 -0.0000000680176058 14.0414628982543945 1 0030.png

32 0.8287124633789062 0.2784269154071808 0.1546236872673035 -0.4602234959602356 0.0000018095365704 0.0000014129520878 14.0414628982543945 1 0031.png

33 0.1972133666276932 0.9588232040405273 0.2001745104789734 -0.0411724410951138 0.0000000725173095 0.0000005323990422 14.0414638519287109 1 0032.png

34 0.7617862820625305 0.4045492708683014 -0.2373173832893372 0.4468802809715271 -0.0000001027897127 0.0000006488917279 14.0414638519287109 1 0033.png

35 0.6234965324401855 0.5790235400199890 0.3574900031089783 -0.3849476575851440 0.0000014344219608 0.0000008530895457 14.0414648056030273 1 0034.png

36 0.3837475180625916 0.8192885518074036 -0.3858084678649902 0.1807092875242233 -0.0000013568491113 0.0000004314178739 14.0414638519287109 1 0035.png

37 0.9609266519546509 0.2767759859561920 0.0010747213382274 -0.0037312789354473 -0.0000000000374540 0.0000009537035339 14.0414638519287109 1 0036.png

38 0.4117588996887207 0.8316426873207092 0.3339066505432129 -0.1653222441673279 -0.0000001999073902 0.0000003444432366 14.0414628982543945 1 0037.png

39 0.6588258743286133 0.6125977039337158 -0.2973426878452301 0.3197810053825378 0.0000004767284452 -0.0000008469930890 14.0414628982543945 1 0038.png

40 0.7955045104026794 0.4872274398803711 0.1881590038537979 -0.3072103261947632 0.0000005703993224 0.0000003530673780 14.0414638519287109 1 0039.png

41 0.3853828608989716 0.9183906316757202 -0.0826745703816414 0.0346926003694534 0.0000000625576391 0.0000004904611046 14.0414619445800781 1 0040.png

42 0.8627158403396606 0.4549161791801453 -0.1030095741152763 0.1953502744436264 -0.0000001160345633 0.0000004303238939 14.0414638519287109 1 0041.png

43 0.6133646368980408 0.7230046391487122 0.2424024045467377 -0.2056433111429214 -0.0000009677982007 -0.0000005727828807 14.0414638519287109 1 0042.png

44 0.5883573889732361 0.7634730935096741 -0.2109755724668503 0.1625846624374390 -0.0000004875892046 0.0000014514159830 14.0414628982543945 1 0043.png

45 0.8499861955642700 0.5179736018180847 0.0499859638512135 -0.0820261538028717 0.0000002773696508 -0.0000005136293453 14.0414648056030273 1 0044.png

46 0.5576086044311523 0.8260105252265930 0.0682424083352089 -0.0460678786039352 -0.0000001254281301 -0.0000019401793452 14.0414628982543945 1 0045.png

47 0.7429164648056030 0.6561232209205627 -0.0877635478973389 0.0993730872869492 -0.0000002414699054 -0.0000008756231296 14.0414638519287109 1 0046.png

48 0.7071067690849304 0.7071067690849304 0.0000000000000000 0.0000000000000000 0.0000000000000000 -0.0000010601009990 14.0414638519287109 1 0047.png

